"projectID","projectAcronym","organisationID","vatNumber","name","shortName","SME","activityType","street","postCode","city","country","nutsCode","geolocation","organizationURL","contactForm","contentUpdateDate","rcn","order","role","ecContribution","netEcContribution","totalCost","endOfParticipation","active"
955329,"MEET",998702204,"IT01199250158","COMUNE DI MILANO","MIL","false","PUB","PIAZZA DELLA SCALA 2","20121","Milano","IT","ITC4C","45.4667971,9.1904984","https://www.comune.milano.it","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998702204/955329","2022-02-09 12:34:10",1917165,5,"participant",6875,6875,"17875","false",""
730053,"REINVENT",967944377,"NL003214412B13","MINISTERIE VAN INFRASTRUCTUUR EN WATERSTAAT","MINISTRY OF INFRASTRUCTURE AND WATER MANAGEMENT","false","PUB","RIJNSTRAAT 8","2500 EX","Den Haag","NL","NL361","52.0788981,4.3237897","https://www.rijksoverheid.nl/ministeries/ministerie-van-infrastructuur-en-milieu","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/967944377/730053","2022-05-26 00:49:28",1914770,5,"participant",536250,536250,"536250","false",""
721456,"PATHSENSE",958656336,"IE9589025I","FOOD SAFETY AUTHORITY OF IRELAND","FSAI UDARAS SABHAILTEACHTA BIA NA HEIREANN","false","PUB","LOWER ABBEY STREET ABBEY COURT","1","Dublin","IE","IE061","53.3497645,-6.2602731","http://www.fsai.ie","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/958656336/721456","2022-08-23 20:00:15",2079699,14,"partner",NA,0,"0","false",""
754387,"UPtoPARIS",998498504,"FR72217500016","VILLE DE PARIS","VILLE DE PARIS","false","PUB","PLACE DE L HOTEL DE VILLE 4","75004","Paris","FR","FR101","48.856426299999995,2.3525275780116073","http://www.paris.fr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998498504/754387","2023-07-07 18:27:24",2122832,9,"partner",NA,0,"0","false",""
954689,"CARMEN",894030183,"DE197734179","GENERALDIREKTION KULTURELLES ERBE RHEINLAND-PFALZ","","false","PUB","Festung Ehrenbreitstein","56077","Koblenz","DE","DEB11","50.36823505,7.616540452361186","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/894030183/954689","2025-01-29 03:36:30",1966292,7,"participant",252788.4,252788.4,"252788,4","false",""
701647,"PSI-FELLOW-II-3i",919998053,"SE768200001801","EUROPEAN SPALLATION SOURCE ERIC","","false","PUB","ODARSLOVSVAGEN 113","224 84","Lund","SE","SE224","55.73379645,13.252128232454929","http://www.esss.se","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/919998053/701647","2022-08-24 17:06:25",2720567,8,"partner",NA,0,"0","false",""
690962,"DREAM",972740445,"CH360808","Ente Ospedaliero Cantonale","EOC","false","PUB","Vialle Officina  3","CH-6500","Bellinzona","CH","CH070","46.1918617,9.0204562","http://www.eoc.ch/","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/972740445/690962","2022-08-12 17:28:36",1933378,3,"participant",13500,13500,"13500","false",""
954882,"Researchers4ECO",999952922,"PL6762178337","MALOPOLSKA VOIVODSHIP","","false","PUB","Basztowa, 22","PL31-156","Krakow","PL","PL213","50.0653569,19.9434221","http://www.malopolskie.pl","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999952922/954882","2022-08-18 23:44:18",2110863,1,"coordinator",29000,29000,"76635","false",""
823961,"LoGov",968693411,"","COUNCIL OF EUROPE - CONSEIL DE L'EUROPE","COE","false","PUB","AVENUE DE L'EUROPE","67075","STRASBOURG CEDEX","FR","FRF11","48.6099502,7.7115737","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/968693411/823961","2024-12-26 16:34:45",1955774,7,"participant",18400,18400,"59800","false",""
847587,"BEWARE2",999811884,"","SERVICE PUBLIC DE WALLONIE","SPW","false","PUB","Place de la Wallonie 1","5100","Namur","BE","BE352","50.4609727,4.8772312","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999811884/847587","2025-02-17 09:57:09",1906769,1,"coordinator",7172100,7172100,"14344200","false",""
818325,"ReFocuS 2.0",954810286,"RS106867229","CENTAR ZA PROMOCIJU NAUKE","CENTER FOR THE PROMOTION OF SCIENCE","false","PUB","KRALJA PETRA 46","11000","Beograd","RS","RS","44.8015878,20.4681661376471","https://www.cpn.rs","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/954810286/818325","2022-08-16 00:50:16",1952932,3,"participant",46000,46000,"47750","false",""
818789,"Cork Discovers",986290763,"IE0005426M","CORK CITY COUNCIL","","false","PUB","CITY HALL","T12","Cork","IE","IE053","51.89712115,-8.46547252881871","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/986290763/818789","2022-08-16 00:52:13",1924053,4,"participant",2500,2500,"2500","false",""
813508,"OpenDoTT",999487613,"","VICTORIA AND ALBERT MUSEUM","","false","PUB","CROMWELL ROAD, SOUTH KENSINGTON","SW7 2RL","London","UK","UKI33","51.494882,-0.1847716","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999487613/813508","2023-12-11 14:48:23",2116087,998,"partner",NA,0,"0","false",""
764987,"ATHOR",923384614,"","FEDERATION FOR INTERNATIONAL REFRACTORY RESEARCH AND EDUCATION","FIRRE","false","PUB","1, PLACE VILLE MARIE, BUREAU 2500","","Montréal (Québec)","CA","CA","45.4972159,-73.6103642","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/923384614/764987","2022-09-21 15:16:17",1949221,14,"partner",NA,0,"0","false",""
812764,"MOVES",992294093,"DE811255517","HERZOG AUGUST BIBLIOTHEK","HAB","false","PUB","LESSINGPLATZ 1","38304","Wolfenbüttel","DE","DE91B","52.16440365,10.530273622188346","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/992294093/812764","2024-04-02 20:10:06",2965589,993,"partner",NA,0,"0","false",""
812764,"MOVES",937443600,"PT506841561","Câmara Municipal de Fafe - Município de Fafe","Municipality affairs","false","PUB","Avenida 5 de Outubro","4820-501 Fafe","Fafe","PT","PT119","41.4529394,-8.1704825","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/937443600/812764","2024-04-02 20:10:06",1953202,989,"partner",NA,0,"0","false",""
812764,"MOVES",954580396,"GB206430503","National Maritime Museum","","false","PUB","Park Row","SE10 9NF","London","UK","UKI51","51.49023295,-0.0912056525177731","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/954580396/812764","2024-04-02 20:10:06",1953196,987,"partner",NA,0,"0","false",""
812764,"MOVES",939822913,"PT503966908","Teatro Nacional São João, E.P.E.","Teatro Nacional São João","false","PUB","Praça da Batalha","4000-102","Porto","PT","PT11A","41.14519205,-8.607045003709947","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/939822913/812764","2024-04-02 20:10:06",1953191,982,"partner",NA,0,"0","false",""
101036137,"NOCMOC",990623947,"SI96599944","TEHNISKI MUZEJ SLOVENIJE","TECHNICAL MUSEUM OF SLOVENIA","false","PUB","TRZASKA CESTA 02","1000","Ljubljana","SI","SI041","46.0417008,14.4765947","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/990623947/101036137","2022-04-29 21:30:29",1952622,5,"participant",31687.5,31687.5,"31687,5","false",""
101036038,"ERN 2021 SVK",951533044,"SK2020798395","CENTRUM VEDECKO TECHNICKYCH INFORMACII SLOVENSKEJ REPUBLIKY","CVTISR","false","PUB","LAMACSKA CESTA 8 A","811 04","Bratislava","SK","SK010","48.1747912,17.0654592","https://www.cvtisr.sk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951533044/101036038","2022-08-26 20:10:05",2210750,3,"participant",18900,18900,"18900","false",""
814066,"MARSoluT",917950286,"PT510306624","AGENCIA PORTUGUESA DO AMBIENTE IP","","false","PUB","RUA DA MURGUEIRA 9/9A ZAMBUJAL AP","2611 865","Amadora","PT","PT1A0","38.7595162,-9.22367700946013","http://www.apambiente.pt","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/917950286/814066","2024-02-06 09:48:11",2793417,994,"partner",NA,0,"0","false",""
814066,"MARSoluT",999820614,"","THE AGRICULTURAL RESEARCH ORGANISATION OF ISRAEL - THE VOLCANI CENTRE","","false","PUB","Derech Hamcabim  68","50250","Bet Dagan","IL","IL","32.0004347,34.8306669","http://www.agri.gov.il","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999820614/814066","2024-02-06 09:48:11",1921351,9,"participant",263500.92,263500.92,"263500,92","false",""
814066,"MARSoluT",940242632,"MT22629723","ENERGY AND WATER AGENCY","","false","PUB","PINTO BUSINESS CENTRE, MILL STREET","QRM 3104","Qormi","MT","MT001","35.8989818,14.5136759","http://www.sewcu.gov.mt","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/940242632/814066","2024-02-06 09:48:11",2470294,6,"participant",237955.68,237955.68,"237955,68","false",""
764991,"CLOUD-MOTION",919076165,"","Faculdade de Ciências da Universidade de Lisboa","cE3c - Faculty of Sciences, University of Lisbon","false","PUB","Campo Grande","1749","Lisboa","PT","PT170","38.7179708,-9.1647321","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/919076165/764991","2023-08-17 12:59:53",1949812,14,"partner",NA,0,"0","false",""
764958,"NANOSTEM",944023692,"PT510103448","UNIDADE LOCAL DE SAUDE DE COIMBRA EPE","ULS COIMBRA","false","PUB","AV DE BISSAYA, PRACETA DE MOTA PINTO","3000-075","Coimbra","PT","PT192","40.2109801,-8.4292057","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/944023692/764958","2022-11-25 10:44:32",2394333,5,"participant",238356.36,238356.36,"238356,36","false",""
754558,"PREBIST",923236204,"","Institut de Fisica d'Altes Energies","","false","PUB","Edifici Cn","08193","Bellaterra","ES","ES511","39.3262345,-4.8380649","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/923236204/754558","2024-07-15 17:35:46",1949212,5,"partner",NA,0,"0","false",""
872718,"TPAAE",949660847,"PL8513121799","AKADEMIA SZTUKI W SZCZECINIE","AKADEMIA SZTUKI W SZCZECINIE","false","PUB","PL. ORLA BIALEGO 2","70562","Szczecin","PL","PL424","53.42614575,14.554144798931109","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/949660847/872718","2024-11-19 12:56:32",2725826,1,"coordinator",427800,427800,"427800","false",""
872718,"TPAAE",905925778,"PL8510013721","MUZEUM NARODOWE W SZCZECINIE","","false","PUB","UL STAROMLYNSKA 27","70 561","Szczecin","PL","PL424","53.58513455,14.904044839668487","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/905925778/872718","2024-11-19 12:56:32",1960879,2,"participant",220800,220800,"220800","false",""
676063,"DCOMM",998703950,"GB888825550","Department for Business, Innovation & Skills","BERR","false","PUB","Victoria Street 1","SW1H 0ET","LONDON","UK","UKI32","51.49682275,-0.14250474169559077","http://www.berr.gov.uk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998703950/676063","2022-09-03 23:24:59",1906841,15,"partner",NA,0,"0","false",""
722956,"SCI-ALL",934202830,"TR1800131163","BORNOVA ILCE MILLI EGITIM MUDURLUGU","BornovaMEM","false","PUB","BORNOVA ILCE MILLI EGITIM MUDURLUGU 80. SOK NO:18","35040","BORNOVA","TR","TR310","38.9597594,34.9249653","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/934202830/722956","2022-08-08 13:38:17",2594084,4,"participant",15937.5,15937.5,"15937,5","false",""
722956,"SCI-ALL",940476014,"TR8150348632","ISTANBUL VALILIGI","ISTANBUL GOVERNORSHIP","false","PUB","BANKALAR CAD ERGUVAN SOK 5 KARAKOY BEYOGLU","34421","ISTANBUL","TR","TR100","41.1130783,29.008671206401882","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/940476014/722956","2022-08-08 13:38:17",2594086,6,"participant",19062.5,19062.5,"19062,5","false",""
722956,"SCI-ALL",950684003,"TR4840465637","IZMIR VALILIGI","IZMIR VALILIGI","false","PUB","VILAYET KONAKLARI, B BLOK, KAT 3 KONAK","35268","IZMIR","TR","TR310","38.9597594,34.9249653","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/950684003/722956","2022-08-08 13:38:17",2594082,2,"participant",23062.5,23062.5,"23062,5","false",""
722956,"SCI-ALL",944760116,"TR4700438314","IZMIR IL MILLI EGITIM MUDURLUGU","IZMIR PROVINCIAL DIRECTORATE OF NATIONAL EDUCATION","false","PUB","FEVZI PASA 452 SKL 15 A KONAK","35260","IZMIR","TR","TR310","38.9597594,34.9249653","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/944760116/722956","2022-08-08 13:38:17",2594083,3,"participant",23062.5,23062.5,"23062,5","false",""
734391,"Second. R.I.",919095468,"","SHANGHAI TECHNOLOGY INNOVATION CENTER","Shanghai Technology Innovation Center","false","PUB","100 QINZHOU ROAD XUHUI DISTRICT","200235","SHANGHAI","CN","CN","31.18068555,121.41795544907073","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/919095468/734391","2022-08-17 18:20:26",1949902,5,"partner",NA,0,"0","false",""
692700,"MSCA2015 - COFUND",998597153,"LU20686731","FONDS NATIONAL DE LA RECHERCHE","","false","PUB","2 PLACE DE L'UNIVERSITE","4365","ESCH-SUR-ALZETTE","LU","LU000","49.6241849,6.1477157","http://www.fnr.lu","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998597153/692700","2022-08-11 12:52:05",1906777,1,"coordinator",150000,150000,"191250","false",""
642889,"MEDICIS-PROMED",999600909,"CHE108910225TVA","CENTRE HOSPITALIER UNIVERSITAIRE VAUDOIS","CHUV","false","PUB","RUE DU BUGNON 21","1011","Lausanne","CH","CH011","46.52495475,6.64062027824435","http://www.chuv.ch","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999600909/642889","2023-03-10 21:43:08",1907256,9,"partner",NA,0,"0","false",""
642889,"MEDICIS-PROMED",999575301,"","LES HOPITAUX UNIVERSITAIRES DE GENEVE","","false","PUB","RUE GABRIELLE PERRET GENTIL 4","1205","Geneve 14","CH","CH013","46.1936633,6.1491175","http://www.hcuge.ch","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999575301/642889","2023-03-10 21:43:08",1909136,10,"partner",NA,0,"0","false",""
823846,"ConnecCaribbean",912555728,"","ACADEMIA DE LA HISTORIA DE CUBA","","false","PUB","EDIFICIO SANTO DOMINGO OBISPO Y MERCADERES 3ER PIS LA HABANA VIEJA","","La Habana","CU","CU","23.135305,-82.3589631","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/912555728/823846","2024-07-29 12:17:35",1956125,11,"partner",NA,0,"0","false",""
899546,"BIENVENUE",952793365,"FR10233500016","REGION BRETAGNE","","false","PUB","283 AV GAL GEORGES PATTON CS 21101","35711","Rennes Cedex 7","FR","FRH03","48.1113387,-1.6800198","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952793365/899546","2024-05-10 16:19:21",2712597,1,"coordinator",5517000,5517000,"11034000","false",""
765140,"JOLT",999589075,"GB333289454","BRITISH BROADCASTING CORPORATION","BBC","false","PUB","PORTLAND PLACE BROADCASTING HOUSE","W1A 1AA","London","UK","UKI32","51.5073219,-0.1276473","https://www.bbc.co.uk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999589075/765140","2022-10-28 12:05:42",1966729,6,"participant",546575.76,546575.76,"546575,76","false",""
754397,"DOC-FAM",999917226,"ESQ0801209H","CONSORCIO PARA LA CONSTRUCCION EQUIPAMIENTO Y EXPLOTACION DEL LABORATORIO DE LUZ SINCROTRON","ALBA-CELLS","false","PUB","CARRER DE LA LLUM 2-26","08290","Cerdanyola Del Valles Barcelona","ES","ES511","41.4858528,2.1097539","http://www.cells.es","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999917226/754397","2024-02-06 09:43:17",1912809,4,"partner",NA,0,"0","false",""
691249,"RUC-APS",951314115,"IT00627370778","AGENZIA LUCANA DI SVILUPPO E DI INNOVAZIONE IN AGRICOLTURA","ALSIA","false","PUB","VIA ANNUNZIATELLA 64","75100","Matera","IT","ITF52","40.668523,16.601585","https://www.alsia.it","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951314115/691249","2024-09-06 18:03:43",2145217,14,"participant",166500,166500,"193500","false",""
823890,"EUSAT-RCS",899464026,"","MINISTERIO DE JUSTICIA","MINISTERIO DE JUSTICIA","false","PUB","AV DR JOSE GASPAR RODRIGUEZ DE FRANCIA ESQ. EEUU","","Asuncion","PY","PY","-25.29492417979838,-57.63174418762004","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/899464026/823890","2024-08-01 15:43:03",1962711,9,"partner",NA,0,"0","false",""
785632,"Net4MobilityPlus",999578696,"HU15831000","NEMZETI KUTATASI FEJLESZTESI ES INNOVACIOS HIVATAL","NKFIH","false","PUB","KETHLY ANNA TER 1","1077","Budapest","HU","HU110","47.4981787,19.0657785","http://www.nih.gov.hu","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999578696/785632","2022-08-25 15:03:19",1905721,4,"participant",75281.25,75281.25,"75281,25","false",""
785632,"Net4MobilityPlus",999547268,"","RANNSOKNAMIDSTOD ISLANDS","Rannis","false","PUB","BORGARTUNI 30","105","Reykjavik","IS","IS","64.1461458,-21.8992625","http://www.rannis.is","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999547268/785632","2022-08-25 15:03:19",1905717,19,"participant",70625,70625,"70625","false",""
785632,"Net4MobilityPlus",917116668,"IL500501960","NATIONAL TECHNOLOGICAL INNOVATION AUTHORITY","Israel Innovation Authority","false","PUB","2 ND DERECH AGUDAT SPORT HAPOEL BUILDING 23 - THE TOWER","6812511","Jerusalem","IL","IL","32.0653393,34.7649233","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/917116668/785632","2022-08-25 15:03:19",3146617,3,"participant",146625,146625,"146625","false",""
785632,"Net4MobilityPlus",999500126,"HR25385906011","AGENCIJA ZA MOBILNOST I PROGRAME EUROPSKE UNIJE","AMEUP","false","PUB","FRANKOPANSKA  26","10000","Zagreb","HR","HR050","45.8071991,15.723644349281848","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999500126/785632","2022-08-25 15:03:19",1941069,7,"participant",45750,45750,"45750","false",""
785632,"Net4MobilityPlus",999819838,"","MINISTERIO DE EDUCACION Y CULTURA","","false","PUB","Reconquista  535","11100","Montevideo","UY","UY","-34.908968,-56.2034682","http://www.mec.gub.uy","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999819838/785632","2022-08-25 15:03:19",1943383,18,"participant",49093.75,49093.75,"49093,75","false",""
778325,"NEOSETAC",999522921,"SE232100001601","REGION STOCKHOLM","RS","false","PUB","HANTVERKARGATAN 45","104 22","Stockholm","SE","SE110","59.3251172,18.0710935","http://www.sll.se","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999522921/778325","2024-04-17 13:54:18",1915366,6,"participant",94365,94365,"94365","false",""
860715,"SINERGIA",972740445,"CH360808","Ente Ospedaliero Cantonale","EOC","false","PUB","Vialle Officina  3","CH-6500","Bellinzona","CH","CH070","46.1918617,9.0204562","http://www.eoc.ch/","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/972740445/860715","2024-11-04 17:57:51",1933378,6,"participant",562553.28,562553.28,"562553,28","false",""
633256,"Let's Do The Science",951342051,"TR0690040398","ANKARA BUYUKSEHIR BELEDIYE BASKANLIGINA","TCABBITF","false","PUB","HIPODRUM CAD 5 YENIMAHALLE","06330","ANKARA","TR","TR510","39.92317625,32.80855608575109","http://www.ankara-bel.gov.tr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951342051/633256","2022-09-03 22:59:37",2087374,2,"participant",27280,27280,"198325","false",""
945339,"POLONEZ BIS",960264402,"PL6762429638","NARODOWE CENTRUM NAUKI","","false","PUB","UL TWARDOWSKIEGO 16","30 312","Krakow","PL","PL213","50.0733347,19.915464","http://www.ncn.gov.pl","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/960264402/945339","2024-12-26 08:49:06",1914833,1,"coordinator",8827200,8827200,"17654400","false",""
812753,"ETOPIA",908867303,"","EMC-ESD Vereniging","","false","PUB","Leusderend 12","3830 AK","Leusden","NL","NL310","52.1307949,5.3916702","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/908867303/812753","2022-10-31 10:05:14",1952635,999,"partner",NA,0,"0","false",""
872209,"Global-ANSWER",946206580,"ESP1808900C","AYUNTAMIENTO DE GRANADA","AYUNTAMIENTO DE GRANADA","false","PUB","PLAZA DEL CARMEN 12","18071","Granada","ES","ES614","37.183054,-3.6021928","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/946206580/872209","2024-10-23 13:29:44",1957631,3,"participant",193200,193200,"193200","false",""
872209,"Global-ANSWER",945642331,"IT00519560825","COMUNE DI PALERMO","MUNICIPALITY OF PALERMO","false","PUB","PALAZZO DELLE AQUILE PIAZZA PRETORIA","90133","Palermo","IT","ITG12","38.1151056,13.362229840010457","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/945642331/872209","2024-10-23 13:29:44",2448646,8,"participant",92000,92000,"92000","false",""
764985,"Edulia",934024253,"","Instituto Nacional de Alimentación","INDA","false","PUB","Piedras 165","11100","Montevideo","UY","UY","-34.9064382,-56.2123978","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/934024253/764985","2023-12-20 14:50:35",1947446,13,"partner",NA,0,"0","false",""
642571,"CHIBOW",999589075,"GB333289454","BRITISH BROADCASTING CORPORATION","BBC","false","PUB","PORTLAND PLACE BROADCASTING HOUSE","W1A 1AA","London","UK","UKI32","51.5073219,-0.1276473","https://www.bbc.co.uk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999589075/642571","2022-08-16 18:48:21",1966729,23,"partner",NA,0,"0","false",""
713654,"Career-FIT",999796946,"IE9590828H","ENTERPRISE IRELAND","ENTERPRISE IRELAND","false","PUB","EAST POINT BUSINESS PARK THE PLAZA","D03","Dublin","IE","IE061","53.3497645,-6.2602731","http://www.enterprise-ireland.com","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999796946/713654","2024-07-02 10:57:46",1906837,1,"coordinator",5310000,5310000,"10620000","false",""
675332,"BitMap",972894190,"GB654965101","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","UHB","false","PUB","MINDELSOHN WAY QUEEN ELIZABETH MEDICAL CENTRE","B15 2PR","Birmingham","UK","UKG31","52.4776875,-1.8948515","https://www.uhb.nhs.uk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/972894190/675332","2022-08-17 15:18:28",2108708,8,"participant",273287.88,273287.88,"273287,88","false",""
722295,"RUNIN",927580834,"PT508771935","COMUNIDADE INTERMUNICIPAL DA REGIAO DE AVEIRO","REGIAO DE AVEIRO","false","PUB","RUA DO CARMO 20 APARTADO 589","3800 127","Aveiro","PT","PT16D","40.640496,-8.653784","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/927580834/722295","2022-08-22 21:03:01",2517144,8,"participant",0,0,"0","true",""
722295,"RUNIN",938946033,"SE222000149501","REGIONFORBUNDET OSTSAM","OSTSAM REGIONAL DEVELOPMENT COUNCIL","false","PUB","SNICKAREGATAN 40","582 26","LINKOPING","SE","SE123","58.4088453,15.6294683","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938946033/722295","2022-08-22 21:03:01",1948838,16,"partner",NA,0,"0","false",""
722295,"RUNIN",955352419,"NL804302285B01","REGIO TWENTE","REGIO TWENTE","false","PUB","NIJVERHEIDSTRAAT 30","7511 JM","ENSCHEDE","NL","NL213","52.2187955,6.891159","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/955352419/722295","2022-08-22 21:03:01",2633860,9,"participant",255374.28,255374.28,"255374,28","false",""
722295,"RUNIN",997381064,"DK29190941","REGION NORDJYLLAND (NORTH DENMARK REGION)","NORTH DENMARK REGION","false","PUB","Niels Bohrs Vej  30","9220","Aalborg","DK","DK050","57.017334,9.985746","http://www.rn.dk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997381064/722295","2022-08-22 21:03:01",1909011,10,"partner",NA,0,"0","false",""
722295,"RUNIN",972171928,"GB129392355","Lincolnshire County Council","Lincolnshire County Council","false","PUB","Newland","LN1 1YL","Lincoln","UK","UKF30","53.2294896,-0.5428644","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/972171928/722295","2022-08-22 21:03:01",1948835,12,"partner",NA,0,"0","false",""
675730,"Privacy.Us",999579181,"","UNABHANGIGES LANDESZENTRUM FUR DATENSCHUTZ","ULD","false","PUB","HOLSTENSTRASSE 98","24103","Kiel","DE","DEF02","54.3196893,10.1336006","https://www.datenschutzzentrum.de","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999579181/675730","2023-03-10 21:20:59",1913547,5,"participant",249216.48,249216.48,"249216,48","false",""
675730,"Privacy.Us",933974783,"","Datenschutzbehoerde","","false","PUB","Hohenstaufengasse 3","1010","Wien","AT","AT130","48.2129768,16.3666504","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/933974783/675730","2023-03-10 21:20:59",1950038,16,"partner",NA,0,"0","false",""
675730,"Privacy.Us",941206327,"DE811307726","Bavarian Data Protection Authority","Bavarian Data Protection Authority","false","PUB","Promenade 27","91522","Ansbach","DE","DE251","49.3023485,10.5763364","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941206327/675730","2023-03-10 21:20:59",1950036,14,"partner",NA,0,"0","false",""
691192,"MAKERS",999618757,"SE202100521601","VERKET FOR INNOVATIONSSYSTEM","VINNOVA SWEDISH AGENCY FOR INNOVATION SYSTEMS","false","PUB","MASTER SAMUELSG 56","10158","Stockholm","SE","SE110","59.3340387,18.0678471","http://www.vinnova.se","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999618757/691192","2022-08-15 12:34:09",1906825,12,"participant",0,0,"0","false",""
101007623,"INTACT",894340486,"","DIPUTACION PROVINCIAL DE HUESCA","","false","PUB","PARTIDA FABARDO SN","22005","HUESCA","ES","ES241","42.5691992,-0.5495195","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/894340486/101007623","2024-07-22 14:34:59",1967556,12,"participant",41400,41400,"41400","false",""
101007623,"INTACT",900202002,"IT00318700549","COMUNE DI PIETRALUNGA","","false","PUB","PIAZZA FIORUCCI 1","06026","Pietralunga","IT","ITI21","42.6384261,12.674297","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/900202002/101007623","2024-07-22 14:34:59",1967553,4,"participant",23000,23000,"23000","false",""
